;;Entering passengers;;;;;;;;;Leaving passengers;;;;;;;;
Date;Departure;AZU;Heidelberglaan;Padualaan;De Kromme Rijn;Stadion Galgenwaard;Rubenslaan;Sterrenwijk;Bleekstraat;CS Centrumzijde;AZU;Heidelberglaan;Padualaan;De Kromme Rijn;Stadion Galgenwaard;Rubenslaan;Sterrenwijk;Bleekstraat;CS Centrumzijde
29-9-2015;18:30-18:44;6;25;25;0;1;0;0;1;0;0;0;0;0;1;6;0;2;49
29-9-2015;18:45-18:59;65;51;46;2;11;19;1;1;0;0;0;0;1;0;3;1;10;181
29-9-2015;19:00-19:14;3;103;26;0;3;3;1;1;0;0;0;0;0;6;4;2;12;116
29-9-2015;19:15-19:29;3;52;23;2;4;1;1;0;0;0;0;0;0;1;3;3;4;75
29-9-2015;19:30-19:44;2;13;8;2;6;5;3;0;0;0;0;0;0;1;2;0;0;36
29-9-2015;19:45-19:59;5;16;10;2;4;10;3;0;0;0;0;0;0;2;1;4;2;41
29-9-2015;20:00-20:14;4;10;15;0;5;8;0;0;0;0;0;0;0;2;0;3;5;32
29-9-2015;20:15-20:29;7;20;8;1;4;4;0;0;0;0;0;0;0;0;0;0;1;43
29-9-2015;20:30-20:44;5;7;18;2;0;1;0;1;0;0;0;0;0;1;2;0;2;29
29-9-2015;20:45-20:59;4;12;3;1;2;9;3;3;0;0;0;0;0;1;0;1;2;33
29-9-2015;21:00-21:14;8;8;5;0;0;6;0;0;0;0;0;0;0;2;0;0;1;24
29-9-2015;21:15-21:29;0;3;1;0;0;2;0;0;0;0;0;0;0;2;1;0;2;1
29-9-2015;21:30-21:44;1;6;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;9
29-9-2015;21:45-21:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30-9-2015;6:00-6:14;0;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;4
30-9-2015;6:15-6:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30-9-2015;6:30-6:44;0;6;0;0;2;5;2;1;0;0;0;0;0;0;0;0;2;14
30-9-2015;6:45-6:59;0;2;0;2;5;5;3;0;0;0;0;0;0;0;0;0;0;17
30-9-2015;7:00-7:14;1;4;0;1;3;3;1;3;0;0;0;0;0;0;0;1;0;15
30-9-2015;7:15-7:29;5;8;2;3;0;5;1;2;0;0;0;0;0;1;0;0;6;19
30-9-2015;7:30-7:44;11;10;2;0;6;8;2;0;0;0;0;0;1;4;0;0;1;33
30-9-2015;7:45-7:59;25;13;1;2;3;12;8;10;0;0;0;1;1;5;3;0;12;52
30-9-2015;8:00-8:14;29;1;0;1;5;2;5;3;0;0;0;0;0;2;0;1;4;39
30-9-2015;8:15-8:29;135;19;4;2;2;15;2;6;0;0;0;0;2;3;2;0;4;174
30-9-2015;8:30-8:44;99;7;1;1;3;2;0;1;0;0;0;23;67;0;0;0;1;23
30-9-2015;8:45-8:59;93;10;0;1;1;5;6;3;0;0;1;0;0;3;3;0;1;111
30-9-2015;9:00-9:14;9;17;5;1;2;8;4;4;0;0;0;0;1;4;3;1;3;38
30-9-2015;9:15-9:29;18;5;1;2;1;0;1;2;0;0;0;0;0;2;1;0;2;25
30-9-2015;9:30-9:44;131;13;5;9;1;1;0;5;0;0;0;0;11;1;1;1;1;150
30-9-2015;9:45-9:59;116;28;2;0;3;9;3;2;0;0;0;27;55;2;3;1;3;72
30-9-2015;10:00-10:14;0;0;12;0;1;1;0;2;0;0;0;0;0;0;0;0;0;16
30-9-2015;10:15-10:29;28;31;21;2;4;9;2;1;0;0;0;0;0;4;1;0;3;90
30-9-2015;10:30-10:44;80;45;32;2;6;12;0;4;0;0;0;1;3;5;1;1;7;163
30-9-2015;10:45-10:59;42;82;24;30;6;4;3;6;0;0;0;1;2;2;6;2;7;177
30-9-2015;11:00-11:14;10;46;18;5;9;13;0;4;0;0;0;0;0;1;4;0;3;97
30-9-2015;11:15-11:29;29;55;31;3;4;8;1;1;0;0;0;0;0;1;0;0;2;129
30-9-2015;11:30-11:44;45;44;29;2;2;1;4;45;0;0;0;0;0;1;0;1;1;169
30-9-2015;11:45-11:59;211;48;25;0;7;6;3;5;0;0;0;18;19;8;3;4;3;250
30-9-2015;12:00-12:14;27;91;87;0;6;12;1;10;0;0;0;2;1;5;0;2;9;215
30-9-2015;12:15-12:29;52;52;61;8;11;17;10;12;0;0;0;2;1;10;2;1;7;200
30-9-2015;12:30-12:44;9;77;65;29;9;8;4;6;0;0;0;0;0;5;0;2;4;196
30-9-2015;12:45-12:59;97;179;82;27;14;7;1;0;0;0;0;1;2;4;5;3;9;383
30-9-2015;13:00-13:14;133;83;54;7;8;11;1;28;0;0;0;0;0;6;4;2;15;298
30-9-2015;13:15-13:29;23;41;40;5;9;17;1;7;0;0;0;0;1;2;2;2;6;130
30-9-2015;13:30-13:44;14;75;50;1;3;13;2;19;0;0;0;0;3;2;1;1;3;167
30-9-2015;13:45-13:59;55;95;66;2;9;10;3;15;0;0;0;0;3;8;4;2;16;222
30-9-2015;14:00-14:14;73;106;37;5;4;13;6;37;0;0;0;2;0;1;4;4;8;262
30-9-2015;14:15-14:29;61;71;112;2;4;18;0;6;0;0;0;2;29;4;3;1;11;224
30-9-2015;14:30-14:44;213;209;96;6;8;12;1;22;0;0;1;0;1;10;3;6;15;531
30-9-2015;14:45-14:59;180;136;66;17;15;18;1;14;0;0;1;0;1;8;6;3;9;419
30-9-2015;15:00-15:14;70;286;98;30;17;11;1;13;0;0;0;0;0;16;6;6;32;466
30-9-2015;15:15-15:29;121;77;52;11;18;19;5;19;0;0;0;0;1;5;2;4;16;294
30-9-2015;15:30-15:44;120;137;159;10;32;8;0;30;0;0;1;1;2;3;4;4;12;469
30-9-2015;15:45-15:59;108;129;120;6;25;39;1;16;0;0;1;0;2;5;3;2;13;418
30-9-2015;16:00-16:14;200;130;101;13;18;10;0;3;0;0;0;1;0;4;8;2;20;440
30-9-2015;16:15-16:29;162;118;98;15;49;32;3;25;0;0;1;1;0;6;4;3;30;457
30-9-2015;16:30-16:44;262;138;108;10;9;18;1;10;0;0;2;0;1;3;1;3;25;521
30-9-2015;16:45-16:59;341;171;157;8;21;10;1;29;0;0;0;1;1;10;5;1;14;706
30-9-2015;17:00-17:14;144;104;56;13;23;20;4;7;0;0;0;1;0;1;1;6;19;343
30-9-2015;17:15-17:29;173;166;98;4;18;13;2;13;0;0;1;0;3;8;5;6;18;446
30-9-2015;17:30-17:44;52;79;62;1;19;15;0;8;0;0;0;0;0;3;1;2;14;216
30-9-2015;17:45-17:59;161;64;31;8;10;11;0;8;0;0;0;0;0;6;0;2;5;280
30-9-2015;18:00-18:14;54;86;39;1;18;14;1;4;0;0;0;0;0;1;2;4;7;203
30-9-2015;18:15-18:29;13;65;26;3;9;21;1;4;0;0;0;0;1;4;3;1;5;128
30-9-2015;18:30-18:44;6;17;24;2;3;5;3;2;0;0;0;0;0;1;0;0;6;55
30-9-2015;18:45-18:59;13;26;41;7;7;11;1;0;0;0;0;1;0;1;4;0;5;95
30-9-2015;19:00-19:14;3;13;29;4;5;3;1;3;0;0;0;0;1;0;1;3;5;51
30-9-2015;19:15-19:29;4;12;16;0;2;2;0;0;0;0;0;0;0;0;3;0;2;31
30-9-2015;19:30-19:44;9;12;18;0;1;0;0;0;0;0;0;1;0;0;0;1;3;35
30-9-2015;19:45-19:59;7;22;21;1;10;8;1;0;0;0;0;0;1;2;1;1;3;62
30-9-2015;20:00-20:14;5;30;13;1;0;1;1;0;0;0;0;0;0;1;0;1;0;49
30-9-2015;20:15-20:29;1;10;22;1;5;11;1;1;0;0;0;0;1;1;0;1;1;48
30-9-2015;20:30-20:44;1;10;21;1;2;2;0;0;0;0;0;0;1;0;1;1;1;33
30-9-2015;20:45-20:59;2;8;9;0;0;6;5;1;0;0;0;0;1;0;0;0;2;28
30-9-2015;21:00-21:14;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0
30-9-2015;21:15-21:29;2;1;15;1;2;9;0;0;0;0;0;0;0;1;0;0;0;29
30-9-2015;21:30-21:44;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
30-9-2015;21:45-21:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
