;;Entering passengers;;;;;;;;;Leaving passengers;;;;;;;;
Date;Departure;AZU;Heidelberglaan;Padualaan;De Kromme Rijn;Stadion Galgenwaard;Rubenslaan;Sterrenwijk;Bleekstraat;CS Centrumzijde;AZU;Heidelberglaan;Padualaan;De Kromme Rijn;Stadion Galgenwaard;Rubenslaan;Sterrenwijk;Bleekstraat;CS Centrumzijde
5-9-2015;18:15-18:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5-9-2015;18:30-18:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5-9-2015;18:45-18:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5-9-2015;19:00-19:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5-9-2015;19:15-19:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5-9-2015;19:30-19:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5-9-2015;19:45-19:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5-9-2015;20:00-20:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5-9-2015;20:15-20:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5-9-2015;20:30-20:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5-9-2015;20:45-20:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5-9-2015;21:00-21:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5-9-2015;21:15-21:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5-9-2015;21:30-21:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5-9-2015;21:45-21:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;6:00-6:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;6:15-6:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;6:30-6:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;6:45-6:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;7:00-7:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;7:15-7:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;7:30-7:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;7:45-7:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;8:00-8:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;8:15-8:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;8:30-8:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;8:45-8:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;9:00-9:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;9:15-9:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;9:30-9:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;9:45-9:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;10:00-10:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;10:15-10:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;10:30-10:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;10:45-10:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;11:00-11:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;11:15-11:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;11:30-11:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;11:45-11:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;12:00-12:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;12:15-12:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;12:30-12:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;12:45-12:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;13:00-13:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;13:15-13:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;13:30-13:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;13:45-13:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;14:00-14:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;14:15-14:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;14:30-14:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;14:45-14:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;15:00-15:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;15:15-15:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;15:30-15:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;15:45-15:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;16:00-16:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;16:15-16:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;16:30-16:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;16:45-16:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;17:00-17:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;17:15-17:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;17:30-17:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;17:45-17:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;18:00-18:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;18:15-18:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;18:30-18:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;18:45-18:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;19:00-19:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;19:15-19:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;19:30-19:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;19:45-19:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;20:00-20:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;20:15-20:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;20:30-20:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;20:45-20:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;21:00-21:14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;21:15-21:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;21:30-21:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6-9-2015;21:45-21:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7-9-2015;6:00-6:14;9;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;1;4
7-9-2015;6:15-6:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7-9-2015;6:30-6:44;73;2;3;2;0;1;0;0;0;0;0;1;8;12;7;6;13;34
7-9-2015;6:45-6:59;59;1;1;0;0;0;0;0;0;0;1;0;17;15;10;3;3;12
7-9-2015;7:00-7:14;82;1;0;2;1;1;1;0;0;0;1;1;7;21;3;6;22;27
7-9-2015;7:15-7:29;0;49;0;4;4;0;0;0;0;0;0;1;2;3;1;7;18;25
7-9-2015;7:30-7:44;265;3;0;3;5;1;0;0;0;0;8;2;19;47;9;46;90;56
7-9-2015;7:45-7:59;181;1;0;2;2;0;0;0;0;0;11;2;5;8;2;70;44;44
7-9-2015;8:00-8:14;612;5;6;2;5;6;0;0;0;0;62;3;16;19;11;153;123;249
7-9-2015;8:15-8:29;790;14;4;11;10;1;0;2;0;0;46;1;18;19;13;243;218;274
7-9-2015;8:30-8:44;1554;12;9;11;8;2;1;0;0;0;204;7;35;31;27;297;341;655
7-9-2015;8:45-8:59;473;3;1;8;4;1;1;0;0;0;35;7;16;13;10;157;137;116
7-9-2015;9:00-9:14;523;5;0;4;6;1;3;0;0;0;28;11;45;21;17;145;152;123
7-9-2015;9:15-9:29;573;5;1;2;3;2;0;0;0;0;23;5;28;18;20;129;120;243
7-9-2015;9:30-9:44;245;0;4;7;3;1;0;1;0;0;9;2;15;12;6;59;60;98
7-9-2015;9:45-9:59;293;4;1;1;4;3;0;0;0;0;22;0;14;4;13;66;100;87
7-9-2015;10:00-10:14;325;5;0;1;3;3;0;0;0;0;26;3;11;5;22;125;139;6
7-9-2015;10:15-10:29;172;0;2;7;3;2;0;0;0;0;13;2;7;2;13;60;86;3
7-9-2015;10:30-10:44;257;7;4;5;6;0;2;0;0;0;7;1;3;0;6;62;120;82
7-9-2015;10:45-10:59;144;2;2;1;2;1;0;0;0;0;23;1;9;1;5;57;49;7
7-9-2015;11:00-11:14;223;5;2;2;3;2;0;0;0;0;81;4;9;1;2;101;31;8
7-9-2015;11:15-11:29;153;2;2;4;6;0;0;0;0;0;21;3;14;0;4;70;46;9
7-9-2015;11:30-11:44;162;4;0;4;2;3;0;0;0;0;24;5;9;2;4;61;43;27
7-9-2015;11:45-11:59;86;0;1;0;2;0;0;0;0;0;6;4;9;2;5;41;20;2
7-9-2015;12:00-12:14;164;3;0;0;7;1;0;1;0;0;20;5;5;9;6;67;58;6
7-9-2015;12:15-12:29;263;5;2;4;4;4;0;0;0;0;20;5;12;7;18;89;126;5
7-9-2015;12:30-12:44;427;5;2;6;9;6;7;0;0;0;61;3;5;4;26;162;182;19
7-9-2015;12:45-12:59;330;5;5;7;6;6;2;0;0;0;16;0;6;5;26;141;154;13
7-9-2015;13:00-13:14;200;4;2;3;4;4;0;0;0;0;15;1;10;6;7;104;63;11
7-9-2015;13:15-13:29;147;0;1;0;0;0;0;0;0;0;5;7;13;5;4;29;75;10
7-9-2015;13:30-13:44;73;3;1;2;3;0;0;0;0;0;9;0;11;2;2;27;27;4
7-9-2015;13:45-13:59;78;1;1;0;2;0;2;0;0;0;14;4;9;6;1;14;26;10
7-9-2015;14:00-14:14;96;0;0;1;0;1;1;0;0;0;6;5;12;6;3;35;31;1
7-9-2015;14:15-14:29;179;5;1;1;8;1;0;1;0;0;5;3;15;5;13;48;100;7
7-9-2015;14:30-14:44;249;7;2;7;3;4;0;0;0;0;3;2;7;3;21;65;159;12
7-9-2015;14:45-14:59;61;1;1;4;0;2;0;0;0;0;2;4;3;1;1;32;23;3
7-9-2015;15:00-15:14;78;1;0;3;1;9;3;0;0;0;1;2;14;3;3;41;26;5
7-9-2015;15:15-15:29;84;4;3;2;1;0;0;0;0;0;12;1;11;4;0;41;25;0
7-9-2015;15:30-15:44;55;3;0;1;1;2;0;0;0;0;3;3;14;1;1;26;14;0
7-9-2015;15:45-15:59;53;2;0;1;2;0;3;0;0;0;8;5;5;3;0;17;19;4
7-9-2015;16:00-16:14;51;0;2;5;0;5;5;0;0;0;2;3;10;2;3;21;18;9
7-9-2015;16:15-16:29;77;4;0;2;3;2;2;0;0;0;2;3;6;8;3;29;18;21
7-9-2015;16:30-16:44;125;4;0;3;6;1;0;0;0;0;7;1;5;3;13;42;58;10
7-9-2015;16:45-16:59;52;5;3;0;2;6;2;1;0;0;2;5;9;2;2;24;20;7
7-9-2015;17:00-17:14;52;1;2;3;1;9;2;0;0;0;4;3;10;3;2;17;22;9
7-9-2015;17:15-17:29;352;1;0;5;5;1;1;0;0;0;5;2;16;147;1;24;18;152
7-9-2015;17:30-17:44;29;0;3;0;2;0;0;0;0;0;2;5;9;1;2;8;6;1
7-9-2015;17:45-17:59;35;0;2;0;1;0;0;0;0;0;2;2;10;3;2;9;8;2
7-9-2015;18:00-18:14;30;0;1;0;1;0;0;0;0;0;4;11;6;2;1;2;5;1
7-9-2015;18:15-18:29;18;0;0;0;0;0;0;0;0;0;1;4;1;0;3;4;3;2
7-9-2015;18:30-18:44;20;0;0;0;0;0;0;0;0;0;2;3;4;3;1;0;5;2
7-9-2015;18:45-18:59;20;1;1;0;0;0;0;0;0;0;3;5;4;2;0;0;8;0
7-9-2015;19:00-19:14;22;0;0;0;0;0;0;0;0;0;1;8;4;2;0;2;4;1
7-9-2015;19:15-19:29;23;1;0;0;0;0;0;0;0;0;2;5;7;5;0;2;3;0
7-9-2015;19:30-19:44;16;0;0;0;2;0;0;0;0;0;0;4;6;2;0;1;5;0
7-9-2015;19:45-19:59;12;0;1;0;1;0;0;0;0;0;0;3;2;1;1;0;7;0
7-9-2015;20:00-20:14;8;0;1;1;5;0;0;0;0;0;0;1;3;2;0;1;6;2
7-9-2015;20:15-20:29;6;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;3;0
7-9-2015;20:30-20:44;13;1;0;0;0;0;0;0;0;0;1;7;3;1;0;1;1;0
7-9-2015;20:45-20:59;11;0;1;0;0;0;0;0;0;0;0;4;3;1;1;0;3;0
7-9-2015;21:00-21:14;5;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0
7-9-2015;21:15-21:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7-9-2015;21:30-21:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7-9-2015;21:45-21:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8-9-2015;6:00-6:14;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4
8-9-2015;6:15-6:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8-9-2015;6:30-6:44;85;4;3;2;0;1;0;0;0;0;0;0;8;23;4;8;11;41
8-9-2015;6:45-6:59;45;0;0;3;1;1;0;0;0;0;2;0;7;14;8;2;0;17
8-9-2015;7:00-7:14;109;1;1;3;2;0;0;0;0;0;1;0;9;27;5;5;39;30
8-9-2015;7:15-7:29;103;0;0;0;1;0;0;0;0;0;1;0;5;6;2;6;69;15
8-9-2015;7:30-7:44;349;9;1;5;4;2;0;0;0;0;8;5;19;42;8;72;148;68
8-9-2015;7:45-7:59;470;7;4;7;7;3;0;0;0;0;54;3;23;32;9;244;88;45
8-9-2015;8:00-8:14;869;2;3;1;2;0;0;0;0;0;163;6;14;26;31;234;218;185
8-9-2015;8:15-8:29;1053;14;10;12;22;1;1;0;0;0;57;1;12;23;62;272;336;350
8-9-2015;8:30-8:44;663;9;7;5;5;2;0;0;0;0;38;8;33;34;21;243;278;36
8-9-2015;8:45-8:59;243;3;2;1;2;1;1;0;0;0;38;4;42;18;6;76;25;44
8-9-2015;9:00-9:14;234;1;2;0;3;0;1;0;0;0;14;8;29;13;3;53;62;59
8-9-2015;9:15-9:29;179;6;1;3;0;0;0;0;0;0;17;2;10;9;5;30;54;62
8-9-2015;9:30-9:44;227;13;3;5;1;0;0;0;0;0;34;4;4;8;9;92;78;20
8-9-2015;9:45-9:59;292;3;2;0;0;1;2;0;0;0;35;2;5;3;4;46;48;157
8-9-2015;10:00-10:14;345;1;1;5;2;0;0;0;0;0;33;2;10;14;19;152;114;10
8-9-2015;10:15-10:29;214;1;0;0;13;1;0;0;0;0;25;7;7;5;9;87;86;3
8-9-2015;10:30-10:44;102;1;5;7;9;1;0;0;0;0;7;0;3;0;0;11;22;82
8-9-2015;10:45-10:59;246;5;4;5;3;9;0;0;0;0;16;2;17;10;4;91;85;47
8-9-2015;11:00-11:14;149;3;0;2;2;0;3;0;0;0;9;3;8;6;2;69;58;4
8-9-2015;11:15-11:29;89;0;2;0;3;1;0;0;0;0;8;3;16;0;2;24;40;2
8-9-2015;11:30-11:44;140;6;2;1;4;1;0;0;0;0;26;6;11;7;3;42;51;8
8-9-2015;11:45-11:59;131;5;0;0;5;0;0;0;0;0;7;0;23;4;1;57;44;5
8-9-2015;12:00-12:14;127;5;2;3;4;2;0;0;0;0;7;2;10;5;3;63;49;4
8-9-2015;12:15-12:29;184;4;1;3;5;1;0;0;0;0;13;6;5;5;7;39;108;15
8-9-2015;12:30-12:44;425;7;5;7;8;2;1;0;0;0;7;1;7;4;37;149;216;34
8-9-2015;12:45-12:59;281;8;7;8;12;5;0;1;0;0;7;3;8;4;11;140;134;15
8-9-2015;13:00-13:14;181;4;4;2;2;1;0;0;0;0;6;1;11;8;8;95;60;5
8-9-2015;13:15-13:29;147;4;3;6;7;0;2;0;0;0;3;3;7;5;7;52;88;4
8-9-2015;13:30-13:44;111;1;3;1;2;0;0;0;0;0;14;2;11;7;2;34;40;8
8-9-2015;13:45-13:59;65;1;0;2;5;0;0;0;0;0;1;2;15;2;4;17;27;5
8-9-2015;14:00-14:14;81;8;0;0;4;0;0;0;0;0;2;3;14;2;7;22;31;12
8-9-2015;14:15-14:29;300;2;0;4;3;1;0;0;0;0;3;3;19;4;32;80;165;4
8-9-2015;14:30-14:44;115;3;5;8;10;3;4;0;0;0;0;1;10;1;5;31;89;11
8-9-2015;14:45-14:59;112;8;4;5;6;1;0;0;0;0;1;6;4;7;7;51;50;10
8-9-2015;15:00-15:14;42;1;0;1;3;6;0;0;0;0;2;0;8;4;1;6;24;8
8-9-2015;15:15-15:29;36;0;0;1;0;8;0;0;0;0;3;8;4;0;0;7;18;5
8-9-2015;15:30-15:44;51;3;1;2;3;4;0;0;0;0;2;5;17;6;1;13;15;5
8-9-2015;15:45-15:59;36;1;1;1;0;0;0;0;0;0;5;5;4;3;1;7;12;2
8-9-2015;16:00-16:14;33;1;0;1;1;2;0;0;0;0;2;5;2;2;1;11;9;6
8-9-2015;16:15-16:29;98;4;2;2;3;3;0;0;0;0;5;4;6;6;2;45;33;11
8-9-2015;16:30-16:44;39;4;1;2;5;1;2;0;0;0;3;2;1;1;2;25;14;6
8-9-2015;16:45-16:59;88;6;0;2;9;46;2;0;0;0;8;4;4;5;5;37;82;8
8-9-2015;17:00-17:14;10;1;0;3;3;2;3;0;0;0;0;0;0;1;1;4;8;8
8-9-2015;17:15-17:29;39;2;5;2;2;2;0;0;0;0;2;3;11;4;4;11;13;4
8-9-2015;17:30-17:44;41;2;0;1;0;1;0;0;0;0;5;4;11;10;1;3;8;3
8-9-2015;17:45-17:59;38;1;1;0;2;0;0;0;0;0;3;3;7;7;1;9;9;3
8-9-2015;18:00-18:14;120;0;0;41;3;0;1;0;0;0;1;5;0;120;6;4;19;10
8-9-2015;18:15-18:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8-9-2015;18:30-18:44;21;0;1;0;0;0;0;0;0;0;1;3;3;2;2;0;10;1
8-9-2015;18:45-18:59;16;0;0;1;0;0;0;0;0;0;0;3;5;2;2;0;5;0
8-9-2015;19:00-19:14;22;0;1;2;0;1;0;0;0;0;0;0;8;3;1;0;14;0
8-9-2015;19:15-19:29;10;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;5;0
8-9-2015;19:30-19:44;16;0;0;0;0;0;0;0;0;0;2;4;8;0;0;0;2;0
8-9-2015;19:45-19:59;9;1;1;0;0;0;0;0;0;0;1;4;2;0;0;1;3;0
8-9-2015;20:00-20:14;8;0;0;0;1;0;0;0;0;0;0;2;0;1;2;0;4;0
8-9-2015;20:15-20:29;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0
8-9-2015;20:30-20:44;10;1;0;2;0;0;0;0;0;0;0;2;3;2;2;0;4;0
8-9-2015;20:45-20:59;5;1;0;0;0;0;0;0;0;0;0;0;2;1;0;3;0;0
8-9-2015;21:00-21:14;9;0;0;0;0;0;0;0;0;0;2;2;2;2;0;0;1;0
8-9-2015;21:15-21:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8-9-2015;21:30-21:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8-9-2015;21:45-21:59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9-9-2015;6:00-6:14;7;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;4
9-9-2015;6:15-6:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9-9-2015;6:30-6:44;76;1;2;1;0;1;0;0;0;0;0;0;12;15;8;4;17;25
9-9-2015;6:45-6:59;43;2;0;1;1;1;0;0;0;0;1;1;11;11;9;2;3;10
9-9-2015;7:00-7:14;79;2;0;2;1;1;0;0;0;0;1;1;7;21;4;1;26;24
9-9-2015;7:15-7:29;108;5;1;1;6;0;0;1;0;0;3;0;6;11;4;8;60;30
9-9-2015;7:30-7:44;248;3;1;3;5;0;0;0;0;0;4;1;14;28;4;57;92;60
9-9-2015;7:45-7:59;204;3;0;2;1;1;0;0;0;0;23;1;5;17;5;105;40;15
9-9-2015;8:00-8:14;860;13;4;13;6;5;0;1;0;0;120;5;16;29;40;284;239;169
9-9-2015;8:15-8:29;457;5;0;8;9;1;0;0;0;0;42;2;9;12;23;172;193;27
9-9-2015;8:30-8:44;1152;16;7;8;6;2;1;0;0;0;86;7;31;41;42;356;452;177
9-9-2015;8:45-8:59;372;1;3;3;4;0;1;0;0;0;74;10;48;14;8;109;90;31
9-9-2015;9:00-9:14;120;3;3;5;5;0;0;0;0;0;11;2;6;8;1;59;45;4
9-9-2015;9:15-9:29;205;0;0;1;3;0;0;0;0;0;16;2;15;7;1;72;79;17
9-9-2015;9:30-9:44;172;3;1;4;4;1;0;0;0;0;12;3;10;5;2;73;57;23
9-9-2015;9:45-9:59;367;5;0;4;1;0;0;0;0;0;47;2;11;8;14;152;98;45
9-9-2015;10:00-10:14;437;3;3;7;7;2;1;0;0;0;32;6;14;5;22;195;160;26
9-9-2015;10:15-10:29;371;5;6;2;5;1;2;0;0;0;15;3;10;3;29;135;184;13
9-9-2015;10:30-10:44;223;17;2;4;7;2;1;0;0;0;19;0;8;5;26;65;120;13
9-9-2015;10:45-10:59;258;4;2;2;4;17;0;0;0;0;42;6;13;8;8;97;101;12
9-9-2015;11:00-11:14;97;1;2;1;2;1;0;0;0;0;8;1;6;6;1;55;22;5
9-9-2015;11:15-11:29;153;1;1;3;4;2;0;1;0;0;8;2;2;3;0;51;91;8
9-9-2015;11:30-11:44;115;3;0;5;4;2;0;0;0;0;7;3;8;5;3;49;53;1
9-9-2015;11:45-11:59;139;5;0;3;7;2;0;0;0;0;17;2;7;8;7;77;35;3
9-9-2015;12:00-12:14;97;3;0;1;7;0;0;0;0;0;24;2;4;2;3;44;26;3
9-9-2015;12:15-12:29;175;1;0;2;5;1;0;1;0;0;34;1;6;8;9;54;66;7
9-9-2015;12:30-12:44;496;10;2;3;12;3;0;0;0;0;34;2;11;6;34;163;267;9
9-9-2015;12:45-12:59;267;6;5;1;4;4;2;0;0;0;4;1;2;5;16;96;112;53
9-9-2015;13:00-13:14;174;6;3;1;4;0;0;0;0;0;9;3;9;4;6;81;60;16
9-9-2015;13:15-13:29;63;2;3;1;1;1;0;1;0;0;4;4;2;0;5;20;32;5
9-9-2015;13:30-13:44;116;3;5;1;3;0;1;0;0;0;11;3;15;10;5;33;43;9
9-9-2015;13:45-13:59;111;3;1;2;0;1;2;0;0;0;12;2;14;3;0;30;44;15
9-9-2015;14:00-14:14;49;4;0;2;3;0;0;0;0;0;8;2;3;3;1;22;13;6
9-9-2015;14:15-14:29;121;0;0;3;0;0;0;0;0;0;3;4;8;3;12;49;38;7
9-9-2015;14:30-14:44;130;5;3;1;2;0;0;0;0;0;2;0;12;2;22;44;49;10
9-9-2015;14:45-14:59;73;6;3;4;2;1;6;0;0;0;2;1;10;3;8;22;38;11
9-9-2015;15:00-15:14;46;4;2;4;1;2;1;0;0;0;4;3;5;4;1;14;19;10
9-9-2015;15:15-15:29;68;5;0;2;0;0;0;0;0;0;3;4;12;5;1;17;29;4
9-9-2015;15:30-15:44;42;5;0;4;1;0;0;0;0;0;1;2;9;3;0;18;11;8
9-9-2015;15:45-15:59;47;11;0;3;9;1;1;0;0;0;3;6;15;2;5;13;14;14
9-9-2015;16:00-16:14;30;0;1;0;1;2;0;0;0;0;3;2;6;4;1;9;4;5
9-9-2015;16:15-16:29;57;0;0;1;1;4;0;0;0;0;3;4;6;3;2;29;10;6
9-9-2015;16:30-16:44;38;6;0;1;5;3;1;0;0;0;6;1;5;4;4;18;15;1
9-9-2015;16:45-16:59;45;4;1;2;5;1;0;0;0;0;4;2;6;3;1;23;12;7
9-9-2015;17:00-17:14;30;2;0;1;1;4;1;0;0;0;1;0;6;4;4;9;11;4
9-9-2015;17:15-17:29;28;1;0;2;0;0;0;0;0;0;1;1;5;2;1;8;11;2
9-9-2015;17:30-17:44;57;0;0;0;1;1;0;0;0;0;3;6;12;3;2;8;22;3
9-9-2015;17:45-17:59;28;1;0;2;5;0;0;0;0;0;0;2;4;5;0;9;11;5
9-9-2015;18:00-18:14;9;0;0;1;0;0;0;0;0;0;0;0;4;1;0;0;5;0
9-9-2015;18:15-18:29;34;0;0;2;0;0;0;0;0;0;4;5;7;1;1;5;10;3
9-9-2015;18:30-18:44;58;1;0;1;0;0;0;0;0;0;7;8;10;9;3;5;18;0
9-9-2015;18:45-18:59;8;1;0;0;0;0;0;0;0;0;0;1;2;1;2;2;1;0
9-9-2015;19:00-19:14;35;0;1;2;0;0;0;0;0;0;2;6;11;8;5;4;2;0
9-9-2015;19:15-19:29;12;0;0;0;0;0;0;0;0;0;2;0;2;3;0;1;4;0
9-9-2015;19:30-19:44;13;0;0;0;2;0;0;0;0;0;0;1;4;2;4;1;3;0
9-9-2015;19:45-19:59;11;0;0;1;0;0;0;0;0;0;0;2;6;1;0;1;2;0
9-9-2015;20:00-20:14;16;1;0;0;0;0;0;0;0;0;3;3;3;1;1;0;6;0
9-9-2015;20:15-20:29;10;0;0;0;0;0;0;0;0;0;0;3;2;1;1;0;3;0
9-9-2015;20:30-20:44;9;0;1;0;0;0;0;0;0;0;0;2;4;1;0;0;3;0
9-9-2015;20:45-20:59;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
9-9-2015;21:00-21:14;11;0;0;0;0;0;0;0;0;0;3;1;4;1;0;0;2;0
9-9-2015;21:15-21:29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9-9-2015;21:30-21:44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
